ID,Year_Birth,Education,Marital_Status,Income,Kidhome,Teenhome,Dt_Customer,Recency,MntWines,MntFruits,MntMeatProducts,MntFishProducts,MntSweetProducts,MntGoldProds,NumDealsPurchases,NumWebPurchases,NumCatalogPurchases,NumStorePurchases,NumWebVisitsMonth,AcceptedCmp3,AcceptedCmp4,AcceptedCmp5,AcceptedCmp1,AcceptedCmp2,Complain,Z_CostContact,Z_Revenue,Response,Customer_Feedback
1135,1985,Graduation,Single,72903.0,0,0,10/29/2013,74,1067,138,750,0,19,39,1,7,5,8,4,0,1,1,1,0,0,3,11,1,Great customer service and very smooth experience.
1136,1974,2n Cycle,Together,49669.0,1,0,5/24/2014,97,166,5,107,11,8,29,2,5,1,6,6,0,0,0,0,0,0,3,11,0,Delivery took a bit long but the items were acceptable.
1137,1968,PhD,Married,36778.0,1,1,8/5/2012,63,29,4,34,2,4,4,3,3,0,3,9,0,0,0,0,0,0,3,11,0,Delivery took a bit long but the items were acceptable.
1138,1962,PhD,Divorced,85696.0,0,0,5/3/2013,88,714,76,395,116,0,12,1,4,6,9,1,0,0,0,0,0,0,3,11,1,Will definitely be buying again. 5 stars.
1139,1989,Master,Divorced,10979.0,0,0,5/22/2014,34,8,4,10,2,2,4,2,3,0,3,5,0,0,0,0,0,0,3,11,0,Might buy again if there's a good discount.
1140,1961,Graduation,Married,49678.0,0,1,2/2/2013,81,229,5,56,3,2,20,2,6,2,4,7,0,0,0,0,0,0,3,11,0,Delivery took a bit long but the items were acceptable.
1141,1953,Master,Together,56129.0,0,1,6/20/2013,65,320,48,133,39,72,48,4,6,2,10,4,0,0,0,0,0,0,3,11,0,"It was okay, nothing special."
1142,1989,Graduation,Married,37155.0,1,0,1/31/2013,51,23,0,26,7,15,3,1,2,0,4,5,0,0,0,0,0,0,3,11,0,"It was okay, nothing special."
1143,1978,2n Cycle,Divorced,21282.0,1,0,5/11/2014,76,1,5,8,4,8,20,2,2,1,2,6,0,0,0,0,0,0,3,11,0,"Average experience, products were fine."
1144,1962,PhD,Single,33419.0,0,1,8/17/2013,76,56,0,12,0,0,18,2,2,0,4,7,0,0,0,0,0,0,3,11,0,"Standard service, met my basic expectations."
1145,1945,Graduation,Widow,63285.0,0,0,11/5/2013,84,508,124,249,50,38,134,1,6,5,13,3,0,0,0,0,0,0,3,11,0,Excellent quality products and fast delivery!
1146,1974,Master,Together,21255.0,1,0,1/21/2014,56,29,0,25,2,2,3,4,2,1,4,4,0,0,0,0,0,0,3,11,0,Delivery took a bit long but the items were acceptable.
1147,1981,Graduation,Together,42162.0,1,0,11/19/2013,31,46,7,59,2,4,27,2,3,1,3,6,1,0,0,0,0,0,3,11,1,Absolutely love the selection of wines and meats.
1148,1956,Graduation,Together,54450.0,1,1,9/14/2012,0,454,0,171,8,19,32,12,9,2,8,8,0,0,0,0,0,0,3,11,0,Delivery took a bit long but the items were acceptable.
1149,1954,PhD,Married,57744.0,0,1,11/12/2013,91,350,3,39,0,0,19,2,9,1,4,8,0,0,0,0,0,0,3,11,0,"It was okay, nothing special."
1150,1986,Graduation,Single,26576.0,1,0,10/13/2012,40,10,0,8,0,0,9,1,1,0,2,9,1,0,0,0,0,0,3,11,1,Great customer service and very smooth experience.
1151,1943,PhD,Widow,57513.0,0,0,7/6/2013,59,735,40,183,52,20,30,2,9,3,13,6,0,0,0,0,0,0,3,11,0,Will definitely be buying again. 5 stars.
1152,1964,Graduation,Together,68142.0,0,1,8/29/2012,96,897,126,196,91,112,37,3,10,4,7,6,0,0,0,0,0,0,3,11,0,"Highly recommended, top-notch quality!"
1153,1979,Graduation,Married,7500.0,0,1,8/29/2012,61,5,2,3,3,0,5,1,1,0,2,8,0,0,0,0,0,0,3,11,0,"Standard service, met my basic expectations."
1154,1974,Graduation,Together,83145.0,0,0,9/22/2012,14,777,35,731,39,137,114,1,5,9,11,2,0,0,1,0,0,0,3,11,1,"Highly recommended, top-notch quality!"
1155,1960,Master,Married,54197.0,0,1,4/3/2014,16,162,6,37,6,13,13,2,1,3,6,1,0,0,0,0,0,0,3,11,0,Delivery took a bit long but the items were acceptable.
1156,1963,PhD,Single,23091.0,1,1,5/28/2014,98,35,0,11,0,0,2,4,2,1,3,7,0,0,0,0,0,0,3,11,0,"It was okay, nothing special."
1157,1976,Graduation,Married,46049.0,1,1,7/21/2013,11,342,9,112,19,14,19,10,5,2,9,7,0,0,0,0,0,0,3,11,1,Absolutely love the selection of wines and meats.
1158,1974,Graduation,Together,56715.0,0,0,12/5/2012,52,258,105,239,237,172,9,1,7,3,4,4,0,0,0,0,0,0,3,11,0,Will definitely be buying again. 5 stars.
1159,1961,Graduation,Married,79410.0,0,0,5/29/2014,19,658,80,483,123,13,13,1,3,2,5,1,0,0,0,0,0,0,3,11,0,Will definitely be buying again. 5 stars.
1160,1951,Graduation,Married,57304.0,0,1,3/11/2013,61,356,80,329,138,17,106,2,7,6,10,5,0,0,0,0,0,0,3,11,0,Great customer service and very smooth experience.
1161,1965,Graduation,Married,44375.0,0,1,3/23/2014,73,213,5,28,7,7,41,1,4,1,6,5,0,0,0,0,0,0,3,11,0,"Standard service, met my basic expectations."
1162,1956,Graduation,Together,54450.0,1,1,9/14/2012,0,454,0,171,8,19,32,12,9,2,8,8,0,0,0,0,0,0,3,11,0,Delivery took a bit long but the items were acceptable.
1163,1965,Graduation,Married,59594.0,0,1,10/20/2012,74,457,4,29,0,0,9,1,8,1,7,7,0,1,0,0,0,0,3,11,0,"Average experience, products were fine."
1164,1994,Graduation,Together,80685.0,0,0,8/22/2012,55,241,45,604,34,26,54,1,6,4,10,2,0,0,0,0,0,0,3,11,0,Absolutely love the selection of wines and meats.
1165,1974,PhD,Married,40344.0,0,1,10/13/2013,48,210,0,6,0,0,2,2,4,1,5,7,0,0,0,0,0,0,3,11,0,"Standard service, met my basic expectations."
1166,1972,Graduation,Married,62710.0,0,1,5/23/2013,53,441,35,83,7,29,11,4,4,2,12,4,0,0,0,0,0,0,3,11,0,"Standard service, met my basic expectations."
1167,1968,2n Cycle,Married,48985.0,0,1,7/5/2013,13,19,13,18,10,7,8,1,1,1,3,3,0,0,0,0,0,0,3,11,0,"Standard service, met my basic expectations."
1168,1968,Graduation,Together,35322.0,1,2,8/22/2012,34,28,9,37,12,7,13,3,2,0,4,8,0,0,0,0,0,0,3,11,0,"Standard service, met my basic expectations."
1169,1948,Graduation,Married,77142.0,0,0,5/29/2013,54,476,75,162,29,151,97,1,4,4,8,2,0,0,0,0,0,0,3,11,0,"Standard service, met my basic expectations."
1170,1969,Graduation,Single,81657.0,0,0,1/22/2014,69,364,40,425,158,60,50,1,3,4,8,1,0,0,0,0,0,0,3,11,0,Excellent quality products and fast delivery!
1171,1996,Basic,Married,14421.0,0,0,2/17/2014,81,0,0,2,3,3,8,1,1,0,2,5,1,0,0,0,0,0,3,11,0,Might buy again if there's a good discount.
1172,1974,2n Cycle,Married,20130.0,0,0,3/17/2014,99,0,6,3,7,6,12,1,1,0,3,8,0,0,0,0,0,0,3,11,0,"Standard service, met my basic expectations."
1173,1990,PhD,Married,74214.0,0,0,8/26/2012,3,863,83,547,86,99,33,1,8,2,5,5,0,0,0,0,0,0,3,11,0,Absolutely love the selection of wines and meats.
1174,1957,Master,Married,66726.0,1,1,1/12/2014,61,349,7,35,0,0,47,3,8,2,4,7,0,1,0,0,0,0,3,11,0,Might buy again if there's a good discount.
1175,1979,Basic,Together,23724.0,1,0,1/8/2013,65,5,23,15,0,18,14,2,2,0,3,8,0,0,0,0,0,0,3,11,0,"It was okay, nothing special."
1176,1960,Master,Married,47353.0,0,1,11/13/2013,93,184,2,19,8,8,4,3,2,2,6,5,0,0,0,0,0,0,3,11,0,"Average experience, products were fine."
1177,1952,Master,Married,33444.0,1,1,11/3/2012,24,8,0,8,0,0,2,1,1,0,2,8,0,0,0,0,0,0,3,11,0,"Standard service, met my basic expectations."
1178,1981,Graduation,Married,54386.0,0,1,5/17/2013,8,277,21,64,62,21,25,2,3,2,10,3,0,0,0,0,0,0,3,11,0,Delivery took a bit long but the items were acceptable.
1179,1981,Graduation,Divorced,28510.0,1,1,4/13/2013,72,44,5,19,0,4,19,3,2,0,4,5,0,0,0,0,0,0,3,11,0,"Average experience, products were fine."
1180,1991,Master,Single,90638.0,0,0,2/13/2014,29,1156,120,915,94,144,96,1,3,4,10,1,0,0,1,0,0,0,3,11,0,"Highly recommended, top-notch quality!"
1181,1950,Graduation,Together,48070.0,0,1,1/13/2013,33,373,14,83,6,9,19,3,8,2,6,7,0,0,0,0,0,1,3,11,0,Too many glitches when trying to checkout.
1182,1957,Graduation,Married,43140.0,0,1,1/5/2013,68,134,8,76,6,0,11,1,4,1,5,6,0,0,0,0,0,0,3,11,0,"Average experience, products were fine."
1183,1961,PhD,Divorced,54959.0,0,1,1/19/2013,55,1148,0,60,0,0,24,3,9,5,4,7,0,1,0,0,0,0,3,11,1,Great customer service and very smooth experience.
1184,1958,Basic,Single,15056.0,1,1,5/3/2013,76,6,12,3,21,6,40,5,2,2,3,5,0,0,0,0,0,0,3,11,0,"Standard service, met my basic expectations."
1185,1971,Graduation,Single,26954.0,1,0,5/8/2014,17,4,1,11,0,0,1,1,1,0,2,7,0,0,0,0,0,0,3,11,0,Might buy again if there's a good discount.
1186,1985,Graduation,Single,22327.0,1,0,8/2/2013,94,5,4,8,2,0,5,1,1,0,3,5,0,0,0,0,0,0,3,11,0,Delivery took a bit long but the items were acceptable.
1187,1965,Graduation,Married,44393.0,1,1,8/22/2013,86,24,2,20,2,2,10,2,1,0,4,4,0,0,0,0,0,0,3,11,0,Might buy again if there's a good discount.
1188,1952,PhD,Single,62000.0,0,1,8/25/2013,25,899,0,101,0,0,20,1,6,6,13,4,0,0,0,1,0,0,3,11,0,Excellent quality products and fast delivery!
1189,1962,PhD,Together,31497.0,0,1,12/6/2012,22,108,1,28,13,1,4,2,3,1,4,8,0,0,0,0,0,0,3,11,0,"It was okay, nothing special."
1190,1974,2n Cycle,Married,45894.0,0,2,2/27/2014,15,27,2,7,0,2,13,1,1,0,3,5,0,0,0,0,0,0,3,11,0,"It was okay, nothing special."
1191,1970,Master,Divorced,78579.0,0,0,12/22/2012,35,816,66,549,216,66,99,1,5,6,4,3,0,0,0,0,0,0,3,11,1,Will definitely be buying again. 5 stars.
1192,1969,Master,Widow,67369.0,0,1,11/17/2012,81,1298,0,70,37,14,42,4,7,4,10,4,0,1,1,0,0,0,3,11,1,Will definitely be buying again. 5 stars.
1193,1960,Graduation,Divorced,58401.0,0,1,4/20/2014,55,10,0,11,17,29,29,1,1,2,2,4,0,0,0,0,0,0,3,11,0,Might buy again if there's a good discount.
1194,1952,Graduation,Single,62307.0,0,1,2/17/2014,94,87,13,34,10,6,10,1,4,0,4,5,0,0,0,0,0,0,3,11,0,"Standard service, met my basic expectations."
1195,1969,Master,Married,43641.0,1,1,4/22/2013,50,57,2,51,4,2,23,3,2,1,4,6,0,0,0,0,0,0,3,11,0,Might buy again if there's a good discount.
1196,1968,Master,Divorced,63841.0,0,1,4/21/2013,64,635,15,100,20,7,131,1,9,3,9,6,0,0,0,0,0,0,3,11,0,"It was okay, nothing special."
1197,1965,2n Cycle,Married,46891.0,0,1,9/1/2013,91,43,12,23,29,15,61,1,2,1,4,4,0,0,0,0,0,0,3,11,0,"It was okay, nothing special."
1198,1969,Master,Married,70091.0,1,0,3/31/2013,11,964,34,137,15,0,11,2,5,2,10,8,0,1,0,0,0,0,3,11,0,Excellent quality products and fast delivery!
1199,1972,PhD,Married,78075.0,0,0,4/5/2014,72,572,8,259,34,35,80,1,3,5,5,1,0,0,0,0,0,0,3,11,0,"Average experience, products were fine."
1200,1961,2n Cycle,Widow,59184.0,0,1,9/9/2012,6,341,142,113,259,151,66,3,6,6,12,5,0,0,0,0,0,0,3,11,0,Great customer service and very smooth experience.
1201,1977,Graduation,Married,54809.0,1,1,9/11/2013,0,63,6,57,13,13,22,4,2,1,5,4,0,0,0,0,0,0,3,11,0,"It was okay, nothing special."
1202,1959,Graduation,Married,58113.0,0,1,1/25/2013,66,221,104,169,102,78,84,3,9,2,8,7,0,0,0,0,0,1,3,11,0,"Very disappointed, never received my order on time."
1203,1958,Master,Married,51412.0,0,1,12/31/2013,42,140,3,29,4,5,14,2,3,2,4,4,0,0,0,0,0,0,3,11,0,Might buy again if there's a good discount.
1204,1979,Graduation,Divorced,15287.0,1,0,10/10/2012,60,1,2,8,4,3,13,2,1,1,2,7,1,0,0,0,0,0,3,11,1,Will definitely be buying again. 5 stars.
1205,1957,Master,Together,66636.0,0,0,8/17/2013,64,291,10,689,84,10,0,1,3,4,9,1,0,0,0,0,0,0,3,11,0,Great customer service and very smooth experience.
1206,1956,Master,Married,50965.0,0,1,2/20/2013,87,544,13,85,8,6,29,3,10,4,5,8,1,0,0,0,0,0,3,11,0,"Average experience, products were fine."
1207,1965,PhD,Married,84618.0,0,0,11/22/2013,96,684,100,801,21,66,0,1,6,9,10,2,0,0,1,0,0,0,3,11,0,Absolutely love the selection of wines and meats.
1208,1990,Graduation,Married,18351.0,0,0,10/29/2013,1,1,12,9,0,14,7,1,2,0,3,7,0,0,0,0,0,0,3,11,0,"Average experience, products were fine."
1209,1957,PhD,Together,40451.0,0,2,2/16/2014,54,35,0,4,0,0,10,1,1,1,2,5,1,0,0,0,0,0,3,11,0,"Average experience, products were fine."
1210,1965,Graduation,Together,36317.0,0,1,5/22/2013,53,87,3,25,3,2,13,2,3,0,4,7,0,0,0,0,0,0,3,11,0,Might buy again if there's a good discount.
1211,1957,Graduation,Together,42213.0,0,1,10/12/2013,96,309,3,24,4,3,20,2,5,1,7,7,0,1,0,0,0,0,3,11,0,"It was okay, nothing special."
1212,1955,Graduation,Together,65748.0,0,1,4/15/2013,58,172,73,93,95,78,34,2,2,4,10,1,0,0,0,0,0,1,3,11,0,Products were okay but the experience was frustrating.
1213,1972,Graduation,Together,77044.0,0,1,10/27/2013,12,625,38,242,50,34,76,2,7,11,11,4,1,0,0,0,0,0,3,11,0,Absolutely love the selection of wines and meats.
1214,1969,Graduation,Together,74918.0,0,0,3/12/2013,78,972,59,913,25,19,59,1,5,9,6,3,0,0,1,0,0,0,3,11,0,Absolutely love the selection of wines and meats.
1215,1972,Graduation,Married,56721.0,1,1,10/31/2012,64,157,6,39,6,13,75,5,4,1,5,6,0,0,0,0,0,0,3,11,0,"Average experience, products were fine."
1216,1975,Graduation,Single,42160.0,1,1,6/28/2013,26,48,9,45,3,15,20,4,2,1,4,6,0,0,0,0,0,0,3,11,1,Excellent quality products and fast delivery!
1217,1965,Graduation,Single,61559.0,0,1,7/17/2013,8,279,83,88,32,14,34,1,4,2,10,3,0,0,0,0,0,0,3,11,0,"It was okay, nothing special."
1218,1963,PhD,Together,33629.0,1,1,8/8/2012,49,132,0,16,0,0,4,5,3,1,4,9,0,0,0,0,0,0,3,11,0,Might buy again if there's a good discount.
1219,1991,PhD,Together,68682.0,0,0,10/6/2013,56,919,0,505,99,30,45,1,4,9,10,2,0,0,0,0,0,0,3,11,0,Great customer service and very smooth experience.
1220,1963,Graduation,Single,34377.0,0,1,1/19/2013,55,62,0,22,3,1,26,2,2,2,2,7,0,0,0,0,0,0,3,11,0,"Standard service, met my basic expectations."
1221,1986,Basic,Single,8940.0,1,0,8/22/2012,25,1,45,3,4,6,42,3,3,1,3,8,0,0,0,0,0,0,3,11,0,Might buy again if there's a good discount.
1222,1973,Graduation,Married,26228.0,1,0,9/22/2013,50,2,6,4,3,1,9,1,1,0,2,8,0,0,0,0,0,0,3,11,0,"It was okay, nothing special."
1223,1957,2n Cycle,Divorced,77297.0,0,0,1/26/2013,84,408,61,109,48,122,41,1,5,7,9,4,0,0,0,1,0,0,3,11,0,"Average experience, products were fine."
1224,1981,Graduation,Married,40211.0,1,1,7/30/2013,30,51,1,7,2,1,25,2,2,1,2,8,1,0,0,0,0,0,3,11,0,"It was okay, nothing special."
1225,1958,PhD,Widow,33438.0,1,1,9/22/2013,81,62,1,16,3,2,6,4,2,1,4,5,0,0,0,0,0,0,3,11,0,Delivery took a bit long but the items were acceptable.
1226,1959,PhD,Married,75032.0,0,1,4/28/2013,74,952,12,180,47,12,12,2,5,4,9,3,0,0,0,0,0,0,3,11,0,Will definitely be buying again. 5 stars.
1227,1955,PhD,Single,61284.0,0,0,10/12/2013,76,618,15,106,20,7,45,1,11,2,8,6,0,1,0,0,0,0,3,11,0,Delivery took a bit long but the items were acceptable.
1228,1986,Graduation,Married,22518.0,1,0,10/22/2012,36,11,7,12,2,2,27,2,2,1,2,5,1,0,0,0,0,0,3,11,1,Absolutely love the selection of wines and meats.
1229,1975,Master,Married,54730.0,0,1,8/15/2013,64,318,3,17,4,7,56,5,4,1,8,4,0,0,0,0,0,0,3,11,0,Might buy again if there's a good discount.
1230,1955,Master,Married,38452.0,1,1,3/30/2014,62,56,0,14,0,0,2,3,3,0,3,7,0,0,0,0,0,0,3,11,0,"Average experience, products were fine."
1231,1971,Graduation,Divorced,44421.0,1,1,2/15/2013,53,110,5,59,7,1,7,5,5,0,4,8,0,0,0,0,0,0,3,11,0,Might buy again if there's a good discount.
1232,1986,PhD,Together,38197.0,1,0,6/29/2013,86,23,0,11,2,1,3,1,1,0,3,5,0,0,0,0,0,0,3,11,0,"Standard service, met my basic expectations."
1233,1978,Graduation,Divorced,41986.0,0,1,2/9/2014,15,27,5,8,8,3,12,3,3,0,4,4,0,0,0,0,0,0,3,11,0,"It was okay, nothing special."
1234,1983,Graduation,Together,28427.0,1,0,3/21/2013,67,18,3,19,3,3,6,2,2,0,3,8,0,0,0,0,0,0,3,11,0,"Standard service, met my basic expectations."
1235,1976,PhD,Together,37395.0,1,0,5/2/2014,47,18,0,9,0,1,11,1,1,0,3,6,0,0,0,0,0,0,3,11,0,"Standard service, met my basic expectations."
1236,1971,Graduation,Married,64722.0,1,0,5/26/2014,47,303,0,280,60,147,15,4,8,2,11,6,0,0,0,0,0,0,3,11,0,"It was okay, nothing special."
1237,1956,Master,Together,55249.0,0,1,4/17/2014,81,97,1,19,2,0,11,1,2,1,4,3,0,0,0,0,0,0,3,11,0,Delivery took a bit long but the items were acceptable.
1238,1972,Graduation,Together,84906.0,0,0,10/4/2013,98,997,15,414,99,30,76,1,5,6,12,2,0,1,1,0,1,0,3,11,0,Excellent quality products and fast delivery!
1239,1989,Graduation,Married,28691.0,1,0,7/4/2013,56,5,4,13,8,0,4,1,1,0,3,8,0,0,0,0,0,0,3,11,0,"Average experience, products were fine."
1240,1952,Graduation,Single,44213.0,1,1,11/29/2013,48,95,11,35,0,4,7,4,2,1,5,6,0,0,0,0,0,0,3,11,0,"It was okay, nothing special."
1241,1984,Basic,Single,25707.0,1,0,1/18/2014,18,1,6,2,3,6,3,1,1,0,3,7,0,0,0,0,0,0,3,11,0,"Standard service, met my basic expectations."
1242,1967,PhD,Married,59062.0,2,1,10/3/2013,74,46,1,12,3,0,9,2,2,0,3,4,0,0,0,0,0,0,3,11,0,"Standard service, met my basic expectations."
1243,1962,Graduation,Single,76624.0,0,1,5/24/2014,68,411,106,147,54,115,66,1,5,10,7,1,1,0,0,0,0,0,3,11,0,"Average experience, products were fine."
1244,1947,Master,Together,66000.0,0,0,4/20/2014,36,244,51,270,101,0,45,1,1,3,5,1,0,0,0,0,0,0,3,11,0,Delivery took a bit long but the items were acceptable.
1245,1978,PhD,Together,27683.0,1,0,8/4/2012,90,152,9,121,12,12,45,4,6,2,4,8,0,0,0,0,0,0,3,11,0,Might buy again if there's a good discount.
1246,1971,Graduation,Divorced,1730.0,0,0,5/18/2014,65,1,1,3,1,1,1,15,0,0,0,20,0,0,0,0,0,0,3,11,0,Products were okay but the experience was frustrating.
1247,1992,Basic,Single,7500.0,1,0,12/3/2012,63,10,17,18,8,26,40,4,3,2,2,9,0,0,0,0,0,0,3,11,0,"It was okay, nothing special."
1248,1968,Graduation,Together,40521.0,1,1,4/5/2013,82,12,0,5,0,0,4,1,0,1,2,5,0,0,0,0,0,0,3,11,0,Might buy again if there's a good discount.
1249,1973,PhD,Together,20427.0,1,0,3/24/2014,63,5,0,4,0,0,1,1,1,0,2,8,0,0,0,0,0,0,3,11,0,Delivery took a bit long but the items were acceptable.
1250,1975,Graduation,Married,65106.0,0,1,5/24/2014,55,790,19,133,12,0,19,3,8,3,13,6,0,1,0,0,0,0,3,11,0,Delivery took a bit long but the items were acceptable.
1251,1965,PhD,Married,69969.0,0,0,8/27/2013,64,882,29,514,38,29,44,1,4,2,6,3,0,0,1,1,0,0,3,11,1,Will definitely be buying again. 5 stars.
1252,1952,Graduation,Married,67433.0,0,2,7/16/2013,51,615,28,259,12,48,30,4,6,5,13,4,0,1,0,0,0,0,3,11,0,"It was okay, nothing special."
1253,1967,PhD,Married,77766.0,0,1,2/22/2013,97,1004,59,265,115,59,27,2,11,10,11,6,1,0,0,0,0,0,3,11,1,Great customer service and very smooth experience.
1254,1972,Graduation,Married,74716.0,0,1,9/12/2013,92,133,27,421,13,195,71,2,7,3,5,4,0,0,0,0,0,0,3,11,0,"Average experience, products were fine."
1255,1963,Graduation,Divorced,68118.0,0,1,10/18/2013,51,595,23,123,10,23,154,2,8,9,4,6,0,0,0,0,0,0,3,11,0,"Standard service, met my basic expectations."
1256,1970,PhD,Married,55158.0,1,1,7/30/2012,72,293,0,87,4,11,23,4,7,2,5,7,0,0,0,0,0,0,3,11,1,Will definitely be buying again. 5 stars.
1257,1955,2n Cycle,Married,62972.0,0,1,8/3/2012,39,313,15,47,20,0,192,2,7,4,3,6,0,0,0,0,0,0,3,11,1,Great customer service and very smooth experience.
1258,1975,Graduation,Married,74190.0,0,1,5/12/2014,49,151,81,86,168,91,64,2,4,2,11,2,0,0,0,0,0,0,3,11,0,Might buy again if there's a good discount.
1259,1976,Graduation,Married,39356.0,1,1,3/19/2014,21,15,0,2,0,0,6,1,1,0,2,6,1,0,0,0,0,0,3,11,0,Delivery took a bit long but the items were acceptable.
1260,1969,Graduation,Together,76653.0,0,0,8/16/2013,91,736,63,946,219,189,126,1,4,7,11,2,0,0,1,1,0,0,3,11,0,"Highly recommended, top-notch quality!"
1261,1973,PhD,Divorced,35860.0,1,1,5/19/2014,37,15,0,8,4,2,20,2,1,1,2,5,1,0,0,0,0,0,3,11,0,"It was okay, nothing special."
1262,1983,PhD,Divorced,90687.0,0,0,5/22/2013,98,982,17,672,23,34,51,1,6,2,8,2,0,0,1,0,0,0,3,11,1,"Highly recommended, top-notch quality!"
1263,1982,Master,Together,73450.0,0,0,12/5/2013,85,1142,51,415,90,69,37,1,7,8,11,3,1,0,0,1,0,0,3,11,0,Will definitely be buying again. 5 stars.
1264,1960,Graduation,Married,31454.0,1,1,7/6/2013,40,28,0,11,0,0,9,3,2,0,3,8,0,0,0,0,0,0,3,11,0,"Standard service, met my basic expectations."
1265,1952,Graduation,Single,47139.0,1,1,3/6/2014,2,46,0,12,0,2,23,2,2,1,2,7,0,0,0,0,0,0,3,11,1,Great customer service and very smooth experience.
1266,1975,Graduation,Divorced,83829.0,0,0,10/8/2013,78,897,161,430,186,161,27,0,4,7,6,1,1,0,1,1,0,0,3,11,1,Excellent quality products and fast delivery!
1267,1963,PhD,Married,53378.0,1,1,9/24/2012,41,489,6,152,8,6,132,10,9,4,6,8,0,0,0,0,0,0,3,11,1,Great customer service and very smooth experience.
1268,1970,Graduation,Together,19656.0,1,0,2/8/2013,94,25,4,9,6,8,32,3,2,1,3,7,0,0,0,0,0,0,3,11,0,"Average experience, products were fine."
1269,1948,PhD,Married,45579.0,0,1,8/20/2013,10,145,1,33,2,1,1,1,4,1,4,6,0,0,0,0,0,0,3,11,0,"Average experience, products were fine."
1270,1958,2n Cycle,Single,85485.0,0,0,6/21/2014,73,630,26,611,44,18,54,1,6,6,6,2,0,0,0,0,0,0,3,11,0,"Highly recommended, top-notch quality!"
1271,1944,Graduation,Married,55956.0,0,0,4/7/2014,22,760,38,104,50,9,38,2,7,3,4,4,0,1,0,0,0,0,3,11,0,"Average experience, products were fine."
1272,1963,Master,Single,64191.0,0,1,1/22/2013,30,420,15,186,151,38,15,3,5,3,13,3,0,0,0,0,0,0,3,11,0,"Average experience, products were fine."
1273,1972,Graduation,Single,38808.0,1,0,8/26/2012,21,125,17,52,3,19,30,4,5,1,4,8,1,0,0,0,0,0,3,11,1,"Highly recommended, top-notch quality!"
1274,1966,Master,Married,57183.0,1,1,3/19/2013,51,464,5,64,7,0,70,8,9,1,7,8,0,0,0,0,0,0,3,11,0,Might buy again if there's a good discount.
1275,1968,Master,Divorced,23748.0,1,0,11/21/2012,97,6,6,29,12,15,8,3,2,1,3,8,0,0,0,0,0,0,3,11,0,"It was okay, nothing special."
1276,1971,Graduation,Married,66303.0,0,1,2/26/2013,56,1090,12,96,16,12,60,4,3,4,11,8,0,1,0,0,0,0,3,11,0,"Highly recommended, top-notch quality!"
1277,1975,Master,Married,37368.0,1,0,12/16/2013,4,3,2,11,2,2,10,1,1,0,2,6,1,0,0,0,0,0,3,11,0,"It was okay, nothing special."
1278,1964,Graduation,Married,40800.0,1,2,1/1/2013,77,24,0,27,8,30,10,2,3,0,3,7,0,0,0,0,0,1,3,11,0,"Worst customer service, the website is too slow."
1279,1978,Graduation,Divorced,71847.0,0,0,9/21/2012,95,737,21,106,55,63,210,0,6,7,9,3,0,0,0,1,0,0,3,11,0,"Highly recommended, top-notch quality!"
1280,1975,Graduation,Married,46149.0,0,1,11/29/2013,36,254,6,71,4,0,27,5,5,1,7,5,0,0,0,0,0,0,3,11,0,"Standard service, met my basic expectations."
1281,1983,Graduation,Together,78687.0,0,0,8/9/2012,13,817,185,687,145,55,241,1,4,6,8,2,0,0,1,0,0,0,3,11,1,Excellent quality products and fast delivery!
1282,1971,2n Cycle,Divorced,49118.0,0,0,8/18/2012,90,620,54,239,99,98,119,2,9,7,10,7,0,1,0,0,1,0,3,11,1,"Highly recommended, top-notch quality!"
1283,1957,PhD,Married,37633.0,1,1,9/20/2012,49,13,4,20,0,0,1,2,1,0,3,9,0,0,0,0,0,0,3,11,0,"Standard service, met my basic expectations."
1284,1951,Master,Together,39767.0,0,0,7/21/2013,18,113,61,204,34,26,47,2,7,1,7,8,0,0,0,0,0,0,3,11,0,"Standard service, met my basic expectations."
1285,1951,Basic,Married,26997.0,0,0,11/5/2012,89,7,23,78,133,49,144,2,4,2,5,7,0,0,0,0,0,0,3,11,0,"Average experience, products were fine."
1286,1970,Graduation,Divorced,33986.0,1,0,3/14/2013,43,16,2,18,2,1,5,1,1,0,3,7,0,0,0,0,0,0,3,11,0,"Average experience, products were fine."
1287,1972,PhD,Married,57091.0,0,1,11/23/2012,82,462,0,24,6,0,4,2,9,2,5,7,0,1,0,0,0,0,3,11,1,Absolutely love the selection of wines and meats.
1288,1969,2n Cycle,Married,46831.0,1,1,6/8/2013,84,22,2,10,6,4,34,2,1,2,2,4,0,0,0,0,0,0,3,11,0,Delivery took a bit long but the items were acceptable.
1289,1972,Master,Married,83151.0,0,0,2/10/2013,80,968,147,842,137,42,210,1,5,7,10,2,1,0,1,1,0,0,3,11,1,Great customer service and very smooth experience.
1290,1971,Graduation,Married,52531.0,0,0,12/30/2012,68,283,112,151,51,72,125,2,7,2,10,6,0,0,0,0,0,0,3,11,0,"Standard service, met my basic expectations."
1291,1956,Graduation,Married,15759.0,0,0,9/5/2013,12,1,2,5,6,0,3,1,1,0,2,7,0,0,0,0,0,0,3,11,0,Might buy again if there's a good discount.
1292,1971,Graduation,Single,22804.0,1,0,7/31/2013,75,14,1,7,2,1,1,1,2,0,2,9,0,0,0,0,0,0,3,11,0,"Standard service, met my basic expectations."
